gold_disease_id,gold_disease_name,predicted_disease_id,predicted_disease_name,ontology_relation,confusion_count,average_gold_rank,average_score_gap,average_top1_gold_jaccard,average_gold_query_ic,average_top1_query_ic
MONDO:0008842,"ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia",MONDO:0975800,spinocerebellar ataxia 51,shared_ancestor,1,25.0,0.11360108852386475,0.07142857142857142,0.0195549233509637,0.0952763983276892
MONDO:0008963,Chediak-Higashi syndrome,MONDO:0019312,Hermansky-Pudlak syndrome,same_parent,1,25.0,0.19130051136016846,0.09523809523809523,0.4636505970356285,0.2004600418311206
MONDO:0012056,Leber congenital amaurosis 9,MONDO:0013449,Leber congenital amaurosis 7,same_parent,1,25.0,0.1187925934791565,0.16,0.1750444014256594,0.1750444014256594
MONDO:0012322,holoprosencephaly 5,MONDO:0013642,holoprosencephaly 11,shared_ancestor,1,25.0,0.23511677980422974,0.15384615384615385,0.8084889453656682,0.2682407810769918
MONDO:0020340,bilateral perisylvian polymicrogyria,MONDO:0010314,"polymicrogyria, bilateral perisylvian, X-linked",candidate_descendant_of_gold,1,25.0,0.3145865797996521,0.05555555555555555,0.1906239688397368,0.412761276998474
MONDO:0011413,cataract 9 multiple types,MONDO:0014110,cataract 15 multiple types,shared_ancestor,1,26.0,0.045897603034973256,0.14285714285714285,0.3367723954377827,0.2409989680691716
MONDO:0014256,retinitis pigmentosa 67,MONDO:0019200,retinitis pigmentosa,candidate_ancestor_of_gold,1,26.0,0.03566819429397583,0.23529411764705882,0.4549095708686208,0.0
MONDO:0014923,peeling skin syndrome 5,MONDO:0008924,congenital cataract-ichthyosis syndrome,shared_ancestor,1,26.0,0.09671461582183838,0.2222222222222222,0.5222623164732787,0.5222623164732787
MONDO:0014667,"cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 3",MONDO:0033646,"mitochondrial complex IV deficiency, nuclear type 12",shared_ancestor,1,27.0,0.09397268295288086,0.1388888888888889,0.0698387991308877,0.1525059898532353
MONDO:0800445,Birt-Hogg-Dube syndrome 1,MONDO:0018492,hereditary clear cell renal cell carcinoma,shared_ancestor,1,27.0,0.5296573042869568,0.06666666666666667,0.6381274263838069,0.2762548527676138
MONDO:0009020,macular corneal dystrophy,MONDO:0013203,"corneal dystrophy, Fuchs endothelial, 3",shared_ancestor,1,28.0,0.17370587587356578,0.0,0.0,0.3965382760904133
MONDO:0009964,short-rib thoracic dysplasia 9 with or without polydactyly,MONDO:0014712,Senior-Loken syndrome 9,shared_ancestor,1,28.0,0.12595397233963013,0.1,0.5887533870836396,0.2493676079212337
MONDO:0010397,severe neonatal-onset encephalopathy with microcephaly,MONDO:0012534,combined oxidative phosphorylation defect type 4,shared_ancestor,1,28.0,0.1462528109550476,0.12903225806451613,0.2500393010406311,0.0996252374104372
MONDO:0011213,Pierpont syndrome,MONDO:0020820,distal arthrogryposis type 2B1,shared_ancestor,1,28.0,0.19166594743728643,0.014084507042253521,1.0,0.0
MONDO:0012613,"intellectual disability, autosomal recessive 5",MONDO:0018658,19p13.3 microduplication syndrome,shared_ancestor,1,28.0,0.09010052680969238,0.14942528735632185,0.929433341417334,0.2073789879473634
MONDO:0032817,"neurodevelopmental disorder with cataracts, poor growth, and dysmorphic facies",MONDO:0010545,Nance-Horan syndrome,shared_ancestor,1,29.0,0.14076381921768188,0.07407407407407407,0.3345092107768787,0.1117019450505018
MONDO:0009525,split hand-foot malformation 3,MONDO:0013385,Treacher Collins syndrome 2,shared_ancestor,1,30.0,0.10953891277313238,0.058823529411764705,0.717359023445117,0.1285463587201836
MONDO:0014227,hypopigmentation-punctate palmoplantar keratoderma syndrome,MONDO:0013980,"palmoplantar keratoderma, punctate type ib",shared_ancestor,1,30.0,0.10108095407485973,0.5,0.6824480982626433,0.5351259619338697
MONDO:0008818,arterial tortuosity syndrome,MONDO:0013897,Loeys-Dietz syndrome 4,shared_ancestor,1,31.0,0.24386686086654663,0.08421052631578947,0.258171164683025,0.1642246141015393
MONDO:0010212,xeroderma pigmentosum group D,MONDO:0100045,"epidermodysplasia verruciformis, susceptibility to, 1",unrelated_or_unknown,1,31.0,0.3054391145706177,0.0,0.0,0.638488572770834
MONDO:0011124,spondyloepimetaphyseal dysplasia-abnormal dentition syndrome,MONDO:0011109,"multiple epiphyseal dysplasia, Lowry type",shared_ancestor,1,31.0,0.1393769383430481,0.06060606060606061,0.1909319005898574,0.114612617716568
MONDO:0010711,TARP syndrome,MONDO:0007252,Gordon syndrome,shared_ancestor,1,32.0,0.39761203527450567,0.08974358974358974,0.4723091351890749,0.0964669057870386
MONDO:0800046,"thyroid hormone metabolism, abnormal 1",MONDO:0011420,short stature due to partial GHR deficiency,shared_ancestor,1,32.0,0.16407382488250732,0.13043478260869565,0.5303418929227155,0.2034812483145463
MONDO:0008555,thrombocytopenia 2,MONDO:0016627,obsolete rare hemorrhagic disorder,unrelated_or_unknown,1,33.0,0.1443963646888733,0.3333333333333333,0.4556499660164854,0.4556499660164854
MONDO:0012073,ribose-5-P isomerase deficiency,MONDO:0958226,"leukoencephalopathy, porphyria-related",same_parent,1,33.0,0.1502140760421753,0.11764705882352941,0.7061459744484362,0.3076539523348418
MONDO:0013675,multiple mitochondrial dysfunctions syndrome 2,MONDO:0011582,multiple mitochondrial dysfunctions syndrome 1,same_parent,1,33.0,0.16190314292907715,0.2549019607843137,0.7322272929533582,0.482249502648849
MONDO:0005129,cataract,MONDO:0013449,Leber congenital amaurosis 7,shared_ancestor,1,34.0,0.1375393271446228,0.16129032258064516,0.229667852429157,0.229667852429157
MONDO:0017610,epidermolysis bullosa simplex,MONDO:0007555,"epidermolysis bullosa simplex 5A, Ogna type",candidate_descendant_of_gold,1,34.0,0.12062251567840576,0.0,0.0,0.2086896041132974
MONDO:0011760,Scheie syndrome,MONDO:0009261,GM1 gangliosidosis type 2,shared_ancestor,1,36.0,0.2693638801574707,0.0625,0.1236207890008773,0.1005532411201247
MONDO:0009076,autosomal recessive nonsyndromic hearing loss 1A,MONDO:0010238,"hearing loss, X-linked 4",shared_ancestor,1,37.0,0.0416334867477417,0.75,0.0,0.4295463442549239
MONDO:0012589,Pitt-Hopkins syndrome,MONDO:0010407,"intellectual disability, X-linked syndromic, Turner type",shared_ancestor,1,37.0,0.1223602294921875,0.13178294573643412,0.6382245916171749,0.3500048096142764
MONDO:0014113,cardiofaciocutaneous syndrome 3,MONDO:0007265,cardiofaciocutaneous syndrome 1,same_parent,1,37.0,0.2868340015411377,0.1504424778761062,0.1284559060189156,0.9124417863826806
MONDO:0019019,osteogenesis imperfecta,MONDO:0014086,osteogenesis imperfecta type 15,candidate_descendant_of_gold,1,37.0,0.42979496717453014,0.05,0.3353718350830665,0.1972712604821497
MONDO:0019200,retinitis pigmentosa,MONDO:0013454,Leber congenital amaurosis 11,shared_ancestor,1,37.0,0.03725951910018921,0.16666666666666666,0.1299375520112268,0.1299375520112268
MONDO:0019349,Sotos syndrome,MONDO:0010193,Weaver syndrome,same_parent,1,37.0,0.2788707911968232,0.07692307692307693,0.299919149263981,0.1944852707699997
MONDO:0014307,Dowling-Degos disease 4,MONDO:0013980,"palmoplantar keratoderma, punctate type ib",shared_ancestor,1,39.0,0.15926164388656605,0.2222222222222222,0.5423283050769957,0.5423283050769957
MONDO:0014591,autosomal dominant Robinow syndrome 2,MONDO:0859297,neurodevelopmental disorder with dysmorphic facies and skeletal and brain abnormalities,shared_ancestor,1,39.0,0.13102084398269653,0.13861386138613863,0.116729021454964,0.0409769708318282
MONDO:0030919,"intellectual disability, autosomal dominant 53",MONDO:0032697,Houge-Janssens syndrome 3,shared_ancestor,1,40.0,0.08436524868011475,0.11940298507462686,0.7373128499025051,0.2925700076911183
MONDO:0060486,"arthrogryposis multiplex congenita 1, neurogenic, with myelin defect",MONDO:0008826,"arthrogryposis-hyperkeratosis syndrome, lethal form",shared_ancestor,1,40.0,0.3667621016502381,0.16666666666666666,1.0,1.0
MONDO:0011075,retinitis pigmentosa 18,MONDO:0019200,retinitis pigmentosa,candidate_ancestor_of_gold,1,41.0,0.04199421405792236,0.16666666666666666,0.4549095708686208,0.0
MONDO:0009863,BH4-deficient hyperphenylalaninemia A,MONDO:0012905,hypomyelinating leukodystrophy 6,shared_ancestor,1,42.0,0.1676618456840515,0.2,0.8374570658279765,0.2838907719815233
MONDO:0010822,Warburg micro syndrome 1,MONDO:0016649,Warburg micro syndrome,candidate_ancestor_of_gold,1,42.0,0.19827967882156372,0.17647058823529413,0.9154129985540596,0.2784252912920421
MONDO:0010475,X-linked central congenital hypothyroidism with late-onset testicular enlargement,MONDO:0010142,hypothyroidism due to TSH receptor mutations,shared_ancestor,1,43.0,0.42728099226951605,0.0,0.0,0.395087638437372
MONDO:0012994,dopa-responsive dystonia due to sepiapterin reductase deficiency,MONDO:0044304,hyperphenylalaninemia due to DNAJC12 deficiency,shared_ancestor,1,43.0,0.22786235809326172,0.17647058823529413,0.2574775974148702,0.0965476582122704
MONDO:0020378,early-onset posterior polar cataract,MONDO:0010948,cataract 10 multiple types,shared_ancestor,1,43.0,0.1829514503479004,0.1111111111111111,0.0954917337645907,0.2146720710018921
MONDO:0007352,renal coloboma syndrome,MONDO:0001476,coloboma,shared_ancestor,1,44.0,0.16770124435424805,0.25,0.2028442171417549,0.1261797182958587
MONDO:0030914,Clark-Baraitser syndrome,MONDO:0030051,"intellectual developmental disorder with autistic features and language delay, with or without seizures",shared_ancestor,1,44.0,0.1555810570716858,0.14583333333333334,1.0,1.0
MONDO:0013115,RIN2 syndrome,MONDO:0027451,autosomal recessive cutis laxa type 2D,shared_ancestor,1,45.0,0.48874288797378546,0.043478260869565216,0.2277392343281693,0.4688684385417032
MONDO:0019200,retinitis pigmentosa,MONDO:0036482,retinitis pigmentosa 81,candidate_descendant_of_gold,1,45.0,0.04616391658782959,0.15625,0.4946475746250728,0.4946475746250728
MONDO:0010580,immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,MONDO:0016536,obsolete autosomal recessive lymphoproliferative disease,unrelated_or_unknown,1,46.0,0.14636892080307007,0.05,0.3481935983552915,0.0383954309865423
MONDO:0054677,combined oxidative phosphorylation deficiency 33,MONDO:0016810,autosomal recessive progressive external ophthalmoplegia,shared_ancestor,1,46.0,0.2563076615333557,0.07936507936507936,0.3654811434262636,0.6083230031458934
MONDO:0032791,Coffin-Siris syndrome 10,MONDO:0014376,intellectual developmental disorder with microcephaly and with or without ocular malformations or hypogonadotropic hypogonadism,same_parent,1,47.0,0.1376481056213379,0.10526315789473684,0.1146620647913261,0.085316624095218
MONDO:0008931,Cenani-Lenz syndactyly syndrome,MONDO:0010408,syndactyly-telecanthus-anogenital and renal malformations syndrome,same_parent,1,48.0,0.19570177793502808,0.029850746268656716,0.3956687922288384,0.2482828119931031
MONDO:0060556,"joint laxity, short stature, and myopia",MONDO:0011142,"Ehlers-Danlos syndrome, musculocontractural type",shared_ancestor,1,49.0,0.2409789264202118,0.08,0.4625920349834044,0.7465141297392042
MONDO:0013437,retinitis pigmentosa 43,MONDO:0019200,retinitis pigmentosa,candidate_ancestor_of_gold,1,50.0,0.04580497741699219,0.24242424242424243,0.4549095708686208,0.0
MONDO:0016619,autosomal recessive hypohidrotic ectodermal dysplasia,MONDO:0013982,"ectodermal dysplasia 11A, hypohidrotic/hair/tooth type, autosomal dominant",shared_ancestor,1,50.0,0.2565672993659974,0.10526315789473684,0.1481180046958753,0.142980772993352
MONDO:0018485,"glycogen storage disease due to acid maltase deficiency, late-onset",MONDO:0009290,glycogen storage disease II,candidate_ancestor_of_gold,1,50.0,0.17866718769073486,0.08,0.0866139890917331,0.912369044850832
MONDO:0020367,juvenile open angle glaucoma,MONDO:0014998,"glaucoma 3, primary congenital, E",shared_ancestor,1,50.0,0.254629909992218,0.1111111111111111,0.1976741391760703,0.3424280010140764
MONDO:0029138,"developmental and epileptic encephalopathy, 67",MONDO:0014199,"developmental and epileptic encephalopathy, 17",same_parent,1,50.0,0.14241313934326172,0.17857142857142858,1.0,1.0
